movieId,title,genres,Poster_URL
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,https://image.tmdb.org/t/p/original/bUPmtQzrRhzqYySeiMpv7GurAfm.jpg
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,https://image.tmdb.org/t/p/original/ice135yQZp4iX2SgCmd90nKgS5j.jpg
53,Lamerica (1994),Adventure|Drama,https://image.tmdb.org/t/p/original/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg
54,"Big Green, The (1995)",Children|Comedy,https://image.tmdb.org/t/p/original/nVHqIuBTcTLmAIrML7T704UwfNI.jpg
55,Georgia (1995),Drama,https://image.tmdb.org/t/p/original/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg
57,Home for the Holidays (1995),Drama,https://image.tmdb.org/t/p/original/a8MslR6deQQVe8JR542XDSwHiPB.jpg
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,https://image.tmdb.org/t/p/original/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg
59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,https://image.tmdb.org/t/p/original/9ApR0PwQdlnvc76NmlbUWkeAK9i.jpg
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,https://image.tmdb.org/t/p/original/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg
61,Eye for an Eye (1996),Drama|Thriller,https://image.tmdb.org/t/p/original/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg
62,Mr. Holland's Opus (1995),Drama,https://image.tmdb.org/t/p/original/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,https://image.tmdb.org/t/p/original/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg
64,Two if by Sea (1996),Comedy|Romance,https://image.tmdb.org/t/p/original/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg
65,Bio-Dome (1996),Comedy,https://image.tmdb.org/t/p/original/pkL8rqpO0EryTV1DLJJdrhOZ7sL.jpg
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/original/nsKDpcdC62krEPlCKKjLSHuMwwu.jpg
68,French Twist (Gazon maudit) (1995),Comedy|Romance,https://image.tmdb.org/t/p/original/xlLnHizshGBwMiNrnop2kg2nYzE.jpg
69,Friday (1995),Comedy,https://image.tmdb.org/t/p/original/2lReF53F8trkC68piGSfk0JVwWU.jpg
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,https://image.tmdb.org/t/p/original/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg
71,Fair Game (1995),Action,https://image.tmdb.org/t/p/original/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg
72,Kicking and Screaming (1995),Comedy|Drama,https://image.tmdb.org/t/p/original/ynAtSpTou7snNOq32djzILw9VCA.jpg
73,"Misérables, Les (1995)",Drama|War,https://image.tmdb.org/t/p/original/xYXxqn9EV6yplgpLgYzxXlgXuq.jpg
74,Bed of Roses (1996),Drama|Romance,https://image.tmdb.org/t/p/original/e0Eho8TETw1RhvX9MH9i19Xf1iM.jpg
75,Big Bully (1996),Comedy|Drama,https://image.tmdb.org/t/p/original/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg
76,Screamers (1995),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/original/eqgBf791rMZG7ywHfObpXeMpiRf.jpg
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,https://image.tmdb.org/t/p/original/kogaCIIylHmWQo2gJrrdq8Br8b8.jpg
79,"Juror, The (1996)",Drama|Thriller,https://image.tmdb.org/t/p/original/i1EXzLNc4c9Xd0xjCmGavb0Hz9k.jpg
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,https://image.tmdb.org/t/p/original/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,https://image.tmdb.org/t/p/original/oPp6Gbrasox66WyMvPS0k8OakQf.jpg
82,Antonia's Line (Antonia) (1995),Comedy|Drama,https://image.tmdb.org/t/p/original/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,https://image.tmdb.org/t/p/original/45xucuNlia6vEPWYrYu2QlnwgpO.jpg
84,Last Summer in the Hamptons (1995),Comedy|Drama,https://image.tmdb.org/t/p/original/g3m93gROYRRgu7lyQPzrka612uK.jpg
85,Angels and Insects (1995),Drama|Romance,https://image.tmdb.org/t/p/original/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg
86,White Squall (1996),Action|Adventure|Drama,https://image.tmdb.org/t/p/original/muhTVa52IufjTaqNseXFQUAEuyG.jpg
87,Dunston Checks In (1996),Children|Comedy,https://image.tmdb.org/t/p/original/mvbJSNMRzM7epjeJMT3vFxXydQJ.jpg
88,Black Sheep (1996),Comedy,https://image.tmdb.org/t/p/original/b6Spp82Tg8rv4YUSHGWFqFbgp0q.jpg
89,Nick of Time (1995),Action|Thriller,https://image.tmdb.org/t/p/original/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg
90,"Journey of August King, The (1995)",Drama,https://image.tmdb.org/t/p/original/1kWPXnCyUo20QCrv8lwQhTFPj9f.jpg
92,Mary Reilly (1996),Drama|Horror|Thriller,https://image.tmdb.org/t/p/original/eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,https://image.tmdb.org/t/p/original/i8ZD5LsBjwF45MsZ1nCClpvaOcn.jpg
94,Beautiful Girls (1996),Comedy|Drama|Romance,https://image.tmdb.org/t/p/original/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg
95,Broken Arrow (1996),Action|Adventure|Thriller,https://image.tmdb.org/t/p/original/2AlvHCeaZtFeR2H0IDoa2BmXOyK.jpg
96,In the Bleak Midwinter (1995),Comedy|Drama,https://image.tmdb.org/t/p/original/bpXEGc8R0FgT7b2p4BuHUtr8Na3.jpg
97,"Hate (Haine, La) (1995)",Crime|Drama,https://image.tmdb.org/t/p/originalNone
100,City Hall (1996),Drama|Thriller,https://image.tmdb.org/t/p/original/tEpefYZtoDZsMflWrPIXbW0OSwN.jpg
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,https://image.tmdb.org/t/p/original/6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg
102,Mr. Wrong (1996),Comedy,https://image.tmdb.org/t/p/original/yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,https://image.tmdb.org/t/p/original/jKyjJu3N0bcF9TzcyGLb0Nn6Uqq.jpg
104,Happy Gilmore (1996),Comedy,https://image.tmdb.org/t/p/original/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg
105,"Bridges of Madison County, The (1995)",Drama|Romance,https://image.tmdb.org/t/p/original/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,https://image.tmdb.org/t/p/original/k4KW2CUkzDKaCy4H4cS02cO8gvV.jpg
108,Catwalk (1996),Documentary,https://image.tmdb.org/t/p/original/8Db2Tx2RkTUozzilF1SGMitcHLl.jpg
110,Braveheart (1995),Action|Drama|War,https://image.tmdb.org/t/p/original/or1gBugydmjToAEq7OZY0owwFk.jpg
111,Taxi Driver (1976),Crime|Drama|Thriller,https://image.tmdb.org/t/p/original/ekstpH614fwDX8DUln1a2Opz0N8.jpg
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,https://image.tmdb.org/t/p/original/1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg
113,Before and After (1996),Drama|Mystery,https://image.tmdb.org/t/p/original/oK8UKDrjFS14OFoihaQPfmmMOyI.jpg
114,Margaret's Museum (1995),Drama,https://image.tmdb.org/t/p/original/is6iFhO7kBUPrGqJYSdpWsJyYls.jpg
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,https://image.tmdb.org/t/p/original/tjHn19RpFMBmzQx58SBO40nLvhu.jpg
116,Anne Frank Remembered (1995),Documentary,https://image.tmdb.org/t/p/original/6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,https://image.tmdb.org/t/p/original/d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg
118,If Lucy Fell (1996),Comedy|Romance,https://image.tmdb.org/t/p/original/ig5LhLEnlt7QCyYjgui082fO4ih.jpg
121,"Boys of St. Vincent, The (1992)",Drama,https://image.tmdb.org/t/p/original/cam0cG0UWdUVtQRvFHJXmNtL1hY.jpg
122,Boomerang (1992),Comedy|Romance,https://image.tmdb.org/t/p/original/cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,https://image.tmdb.org/t/p/original/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,https://image.tmdb.org/t/p/original/wousyAPimHw7RQVjlvzA8BSr2pt.jpg
125,Flirting With Disaster (1996),Comedy,https://image.tmdb.org/t/p/original/sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,https://image.tmdb.org/t/p/original/o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg
129,Pie in the Sky (1996),Comedy|Romance,https://image.tmdb.org/t/p/original/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg
131,Frankie Starlight (1995),Drama|Romance,https://image.tmdb.org/t/p/original/6v3VxWhFsr2Qx8qIQkG4WL3f76X.jpg
132,Jade (1995),Thriller,https://image.tmdb.org/t/p/original/lPkDrz6e5DWkKailsx3mIjtq0GF.jpg
135,Down Periscope (1996),Comedy,https://image.tmdb.org/t/p/original/brleKcHsirTw7lFqcgUMOfgL2nl.jpg
137,Man of the Year (1995),Documentary,https://image.tmdb.org/t/p/original/s1etp9ZqcRqZVfonrdFJbQ6mgk9.jpg
138,"Neon Bible, The (1995)",Drama,https://image.tmdb.org/t/p/original/2DyeA45isq3jIRlwG6VgwV8KQq7.jpg
140,Up Close and Personal (1996),Drama|Romance,https://image.tmdb.org/t/p/original/9ZmtJB7j5U9XlBNyoO0gOyW9RF0.jpg
141,"Birdcage, The (1996)",Comedy,https://image.tmdb.org/t/p/original/4IpC35BoA5aRO0Q1DpFGJ8iKKYq.jpg
144,"Brothers McMullen, The (1995)",Comedy,https://image.tmdb.org/t/p/original/6oWsOJP0ed5gs8n2UywcailoxFN.jpg
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,https://image.tmdb.org/t/p/original/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,https://image.tmdb.org/t/p/original/tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg
147,"Basketball Diaries, The (1995)",Drama,https://image.tmdb.org/t/p/original/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg
149,Amateur (1994),Crime|Drama|Thriller,https://image.tmdb.org/t/p/original/nWUvlNxKSMdegAoY5eMOqPwMKIb.jpg
150,Apollo 13 (1995),Adventure|Drama|IMAX,https://image.tmdb.org/t/p/original/oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg
151,Rob Roy (1995),Action|Drama|Romance|War,https://image.tmdb.org/t/p/original/kWI2rF6RAnRtEjfBlZgsXumgOm5.jpg
152,"Addiction, The (1995)",Drama|Horror,https://image.tmdb.org/t/p/original/eKYFtRilK08MqyfuhXW484Daz1Y.jpg
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,https://image.tmdb.org/t/p/original/mzzNBVwTiiY94xAXDMWJpNPW2US.jpg
154,Beauty of the Day (Belle de jour) (1967),Drama,https://image.tmdb.org/t/p/original/6JPuec7js7lh8TTZkIbehewTXA.jpg
155,Beyond Rangoon (1995),Adventure|Drama|War,https://image.tmdb.org/t/p/original/xTiy5kSP3Hetig7xB4E8INq5ron.jpg
156,Blue in the Face (1995),Comedy|Drama,https://image.tmdb.org/t/p/original/yBFNJA95MNiasdNUPCU6otdtJE8.jpg
157,Canadian Bacon (1995),Comedy|War,https://image.tmdb.org/t/p/original/bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg
158,Casper (1995),Adventure|Children,https://image.tmdb.org/t/p/original/2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg
159,Clockers (1995),Crime|Drama|Mystery,https://image.tmdb.org/t/p/original/c79uqLJleho2a7OQayfrW5Ypphf.jpg
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,https://image.tmdb.org/t/p/original/hPNSToNIIpRO6y5Rh973leqQqNr.jpg
161,Crimson Tide (1995),Drama|Thriller|War,https://image.tmdb.org/t/p/original/21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg
162,Crumb (1994),Documentary,https://image.tmdb.org/t/p/original/oJWGWzaYdYG4mkQK6sbus5Tenho.jpg
163,Desperado (1995),Action|Romance|Western,https://image.tmdb.org/t/p/original/e3gwpBeXpvGZsxUya9zNym5QXrw.jpg
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,https://image.tmdb.org/t/p/original/5lcJhwKGavLbPva17QkTBhLfqEk.jpg
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,https://image.tmdb.org/t/p/original/cn1WdcrFZ0TjUSZ7qMMJUD8KqQH.jpg
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,https://image.tmdb.org/t/p/original/cRzRj2UBvIH8ryWhu5PNL2PzV7j.jpg
168,First Knight (1995),Action|Drama|Romance,https://image.tmdb.org/t/p/original/xuXkCcrvUTkehVXuTGpnfySsx0Z.jpg
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,https://image.tmdb.org/t/p/original/3wpug3W5rYBdqeAnhc1UeXLE5ZF.jpg
170,Hackers (1995),Action|Adventure|Crime|Thriller,https://image.tmdb.org/t/p/original/r9YuMy9afzIOrumQzIKpKxv711n.jpg
171,Jeffrey (1995),Comedy|Drama,https://image.tmdb.org/t/p/original/tHcKImp3QqG7UWdv3PzEHZX8oHT.jpg
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/original/iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg
173,Judge Dredd (1995),Action|Crime|Sci-Fi,https://image.tmdb.org/t/p/original/cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg
174,Jury Duty (1995),Comedy,https://image.tmdb.org/t/p/original/DbKQDPqBE4kCaePj4CHu6r3ZAb.jpg
175,Kids (1995),Drama,https://image.tmdb.org/t/p/original/8qV8hUVCUnFIQKewzlhaFWhdszK.jpg
176,Living in Oblivion (1995),Comedy,https://image.tmdb.org/t/p/original/b54xDk98oWtEtAso9sj1wjaZDDH.jpg
177,Lord of Illusions (1995),Horror,https://image.tmdb.org/t/p/original/miQREwapDUNwfInokjeVLt8BiNM.jpg
178,Love & Human Remains (1993),Comedy|Drama,https://image.tmdb.org/t/p/original/9QVw6cPXfsjr4PncE1TeWudeLmh.jpg
179,Mad Love (1995),Drama|Romance,https://image.tmdb.org/t/p/original/bQ1ZvLVScSnMF5hzKor47eL2GRJ.jpg
180,Mallrats (1995),Comedy|Romance,https://image.tmdb.org/t/p/original/kNm0AQFIc4nlzCd8Nqvbb5gccAV.jpg
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,https://image.tmdb.org/t/p/original/pcLbHqs80dchv0byHivhdwHKEup.jpg
182,Moonlight and Valentino (1995),Drama|Romance,https://image.tmdb.org/t/p/original/wZJ94p4Hih0UlsWNlvR2XDtTkDH.jpg
183,Mute Witness (1994),Comedy|Horror|Thriller,https://image.tmdb.org/t/p/original/kfCIZNpb2bWspnQNkIQftQlksCU.jpg
184,Nadja (1994),Drama,https://image.tmdb.org/t/p/original/sIZl6Oy5nn4kHKHamX50tSPF4Ob.jpg
185,"Net, The (1995)",Action|Crime|Thriller,https://image.tmdb.org/t/p/original/mzR6uMMOixsCg1MjghvbNvOAb73.jpg
186,Nine Months (1995),Comedy|Romance,https://image.tmdb.org/t/p/original/z1nzYuoeTbGBrSicDxJEhJhEQz8.jpg
187,Party Girl (1995),Comedy,https://image.tmdb.org/t/p/original/cfGEUftQVjvJHTTc3OKbzfsBamT.jpg
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,https://image.tmdb.org/t/p/original/1dHaWQxkm8gmdTuuignUOg5kmx9.jpg
190,Safe (1995),Thriller,https://image.tmdb.org/t/p/original/kOCpkoMUVae9UIf85gO71SyjLbW.jpg
191,"Scarlet Letter, The (1995)",Drama|Romance,https://image.tmdb.org/t/p/original/8gIU7O3oV6NyWUjlL6ppbpnIZLW.jpg
193,Showgirls (1995),Drama,https://image.tmdb.org/t/p/original/atjtGFIIt9QMGf9ELyboq5cl466.jpg
194,Smoke (1995),Comedy|Drama,https://image.tmdb.org/t/p/original/phvnN7OPEnlHoAZe8nsSqPDD8B0.jpg
195,Something to Talk About (1995),Comedy|Drama|Romance,https://image.tmdb.org/t/p/original/a52KpsmvLNdTdmDzw1fUrJONpfH.jpg
196,Species (1995),Horror|Sci-Fi,https://image.tmdb.org/t/p/original/yEAEULEn5rraRIpymMACticTfBD.jpg
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,https://image.tmdb.org/t/p/original/rY5BrDRcYAKE0BYmmT66YG6Uy5Q.jpg
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,https://image.tmdb.org/t/p/original/jgB88XoKb3uOPPvGKNuE9wuaxDE.jpg
200,"Tie That Binds, The (1995)",Thriller,https://image.tmdb.org/t/p/original/xwrY46PITbSoCiKm9gTnDWP47Kh.jpg
201,Three Wishes (1995),Drama|Fantasy,https://image.tmdb.org/t/p/original/4kqH4d9FBQv5Sel39Ns7TMd13RT.jpg
202,Total Eclipse (1995),Drama|Romance,https://image.tmdb.org/t/p/original/e0j1zDF3ITeTbGTXFGamosCxT4z.jpg
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,https://image.tmdb.org/t/p/original/8bkJiI6N8wDxAtQ49bLUt0qCBII.jpg
204,Under Siege 2: Dark Territory (1995),Action,https://image.tmdb.org/t/p/original/gElwFCQTbSK5hdK0PVyia547nst.jpg
205,Unstrung Heroes (1995),Comedy|Drama,https://image.tmdb.org/t/p/original/cFgF5so3GFsOg2HzrEXMZxLohHK.jpg
206,Unzipped (1995),Documentary,https://image.tmdb.org/t/p/original/dnIzv4rXr9FXkqW880E3rStYQA7.jpg
207,"Walk in the Clouds, A (1995)",Drama|Romance,https://image.tmdb.org/t/p/original/xencQzZnUWDRAOUydjf9PWet8Ae.jpg
208,Waterworld (1995),Action|Adventure|Sci-Fi,https://image.tmdb.org/t/p/original/4HRwxrHOUu4gg0NzdC5VSsRw4j.jpg
209,White Man's Burden (1995),Drama,https://image.tmdb.org/t/p/original/pIgCFucYI0YvnMR35zV12YY0NHc.jpg
210,Wild Bill (1995),Western,https://image.tmdb.org/t/p/original/g5sQTDwc4BcvRCBAhnujhBPIEO1.jpg
211,"Browning Version, The (1994)",Drama,https://image.tmdb.org/t/p/original/fRlXkYgQc6QfwYMAlv2neKhRswl.jpg
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,https://image.tmdb.org/t/p/original/j3H0POtvl0Tt4Meesvp7HX6JxAv.jpg
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,https://image.tmdb.org/t/p/original/4zsq30Zj9iAeqejEkkmclL7VnwV.jpg
214,Before the Rain (Pred dozhdot) (1994),Drama|War,https://image.tmdb.org/t/p/original/e3oPylXb2nnoE5fVLaehi1Jaxsa.jpg
215,Before Sunrise (1995),Drama|Romance,https://image.tmdb.org/t/p/original/kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg
216,Billy Madison (1995),Comedy,https://image.tmdb.org/t/p/original/iwk9pWR6MwTInEQc8Vw5vGHjeQ0.jpg
217,"Babysitter, The (1995)",Drama|Thriller,https://image.tmdb.org/t/p/original/86a7GRVRCwfl7wdI4QadyvKa6Zu.jpg
218,Boys on the Side (1995),Comedy|Drama,https://image.tmdb.org/t/p/original/2dhZnfBjiza5TupvOupRU4hFAcJ.jpg
219,"Cure, The (1995)",Drama,https://image.tmdb.org/t/p/original/2zYfzA3TBwrMC8tfFbpiTLODde0.jpg
220,Castle Freak (1995),Horror,https://image.tmdb.org/t/p/original/HJEosQRIdBzAHEdZJCUF7e5FmF.jpg
222,Circle of Friends (1995),Drama|Romance,https://image.tmdb.org/t/p/original/dmyEriE6TsnbgkNaFOvCcXaF0Nt.jpg
